delta,omega,lambda,pathogen,proba_trans_before_mut,sensitivity,specificity,ppv,f1_score,fdr,R
0,0.64,0.1136912059141189,SARS-CoV-2 (Omicron),0.6950556994421696,0.21114460271958768,0.9940387868476008,0.3694940627921568,0.2687271162926655,0.6305059372078432,1.3
0,0.65,0.1088715508002948,SARS-CoV-2 (Omicron),0.6950556994421696,0.20159809711011975,0.9941521666782408,0.3823433481384273,0.26399801574149623,0.6176566518615727,1.3
0,0.66,0.10419503978355144,SARS-CoV-2 (Omicron),0.6950556994421696,0.19210338153134643,0.9942687756524066,0.39559225771376066,0.2586189358561452,0.6044077422862393,1.3
0,0.67,0.09965534781394023,SARS-CoV-2 (Omicron),0.6950556994421696,0.18267601202355194,0.9943886731275858,0.40925243085240665,0.2526001339480439,0.5907475691475934,1.3
0,0.6799999999999999,0.09524651825627761,SARS-CoV-2 (Omicron),0.6950556994421696,0.1733325434243858,0.9945119119613958,0.42333539274373383,0.24595858398919374,0.5766646072562662,1.3
0,0.69,0.09096293640126052,SARS-CoV-2 (Omicron),0.6950556994421696,0.16409048561226802,0.9946385369781724,0.4378524495069112,0.2387183796812401,0.5621475504930888,1.3
0,0.7,0.08679930523243322,SARS-CoV-2 (Omicron),0.6950556994421696,0.15496823457073505,0.9947685832122135,0.4528145616879039,0.23091102165002506,0.5471854383120961,1.3
0,0.71,0.08275062322781494,SARS-CoV-2 (Omicron),0.6950556994421696,0.14598497506613461,0.9949020739058263,0.46823219226536167,0.22257555974865448,0.5317678077346384,1.3
0,0.72,0.07881216399946102,SARS-CoV-2 (Omicron),0.6950556994421696,0.13716055209793468,0.995039018241264,0.48411512454296163,0.21375856244780617,0.5158848754570384,1.3
0,0.73,0.07497945759568433,SARS-CoV-2 (Omicron),0.6950556994421696,0.12851530889623158,0.9951794087879304,0.5004722444642349,0.2045138882245935,0.4995277555357651,1.3
0,0.74,0.07124827330952317,SARS-CoV-2 (Omicron),0.6950556994421696,0.12006989013980249,0.9953232186503811,0.5173112808860476,0.19490223899804882,0.4826887191139524,1.3
0,0.75,0.06761460385364436,SARS-CoV-2 (Omicron),0.6950556994421696,0.11184501027363175,0.9954703983092185,0.534638496157613,0.18499048313086944,0.46536150384238695,1.3
0,0.76,0.06407465077652015,SARS-CoV-2 (Omicron),0.6950556994421696,0.10386118832249859,0.9956208721566757,0.5524583179357814,0.17485074526149702,0.4475416820642186,1.3
0,0.77,0.06062481100765493,SARS-CoV-2 (Omicron),0.6950556994421696,0.09613845240655174,0.9957745347422461,0.5707729014791724,0.16455927194548087,0.42922709852082763,1.3
0,0.78,0.0572616644310969,SARS-CoV-2 (Omicron),0.6950556994421696,0.08869601921301752,0.9959312467619889,0.5895816096488616,0.15419509519959715,0.41041839035113836,1.3
0,0.79,0.05398196239662173,SARS-CoV-2 (Omicron),0.6950556994421696,0.08155195587462363,0.9960908308489074,0.6088803954357598,0.14383852971912064,0.3911196045642402,1.3
0,0.8,0.05078261708699527,SARS-CoV-2 (Omicron),0.6950556994421696,0.07472283391977227,0.9962530672517457,0.6286610689544255,0.13356955271610677,0.37133893104557447,1.3
0,0.81,0.047660691667741395,SARS-CoV-2 (Omicron),0.6950556994421696,0.0682233870255521,0.9964176895260881,0.6489104273926882,0.12346612680324273,0.3510895726073118,1.3
0,0.8200000000000001,0.04461339115298419,SARS-CoV-2 (Omicron),0.6950556994421696,0.06206618603041229,0.996584380404676,0.6696092222680329,0.11360253490989371,0.3303907777319671,1.3
0,0.8300000000000001,0.041638053927307,SARS-CoV-2 (Omicron),0.6950556994421696,0.056261345850160696,0.9967527680625281,0.6907309333715237,0.10404780079470331,0.3092690666284763,1.3
0,0.8400000000000001,0.03873214386926177,SARS-CoV-2 (Omicron),0.6950556994421696,0.050816279411024956,0.9969224230447684,0.7122403128030965,0.09486426855491144,0.2877596871969035,1.3
0,0.8500000000000001,0.0358932430272559,SARS-CoV-2 (Omicron),0.6950556994421696,0.045735513344276946,0.9970928561775747,0.7340916553044782,0.0861064093349703,0.2659083446955218,1.3
0,0.86,0.033119044803103716,SARS-CoV-2 (Omicron),0.6950556994421696,0.041020578950858484,0.9972635178300766,0.7562267424167527,0.07781991349646242,0.2437732575832473,1.3
0,0.87,0.03040734760262253,SARS-CoV-2 (Omicron),0.6950556994421696,0.036669989951616785,0.9974337989300037,0.7785723975089023,0.07004111275958472,0.22142760249109772,1.3
0,0.88,0.027756048916327863,SARS-CoV-2 (Omicron),0.6950556994421696,0.0326793160827776,0.9976030341490749,0.8010375760495577,0.0627967608403702,0.19896242395044228,1.3
0,0.89,0.025163139796586936,SARS-CoV-2 (Omicron),0.6950556994421696,0.02904135921197308,0.9977705076546194,0.8235099001455934,0.056104185085049,0.17649009985440656,1.3
0,0.9,0.022626699700566133,SARS-CoV-2 (Omicron),0.6950556994421696,0.025746437208023786,0.9979354617603505,0.8458515277563953,0.0499718083843393,0.15414847224360473,1.3
0,0.91,0.020144891670990532,SARS-CoV-2 (Omicron),0.6950556994421696,0.02278278169850007,0.9980971086915335,0.8678942243831058,0.04440003394383729,0.13210577561689418,1.3
0,0.9199999999999999,0.01771595782915454,SARS-CoV-2 (Omicron),0.6950556994421696,0.02013706146518958,0.99825464550186,0.8894334775293743,0.03938249061145849,0.1105665224706257,1.3
0,0.9299999999999999,0.015338215156811963,SARS-CoV-2 (Omicron),0.6950556994421696,0.01779505794441557,0.9984072719420438,0.9102214607242373,0.034907662331432394,0.08977853927576274,1.3
0,0.94,0.013010051545552535,SARS-CoV-2 (Omicron),0.6950556994421696,0.01574255205288629,0.9985542107944351,0.9299586130158,0.03096098939746547,0.07004138698420004,1.3
0,0.95,0.010729922094064669,SARS-CoV-2 (Omicron),0.6950556994421696,0.013966552323720221,0.9986947298770793,0.9482835498852268,0.027527670377569396,0.051716450114773216,1.3
0,0.96,0.008496345635310185,SARS-CoV-2 (Omicron),0.6950556994421696,0.012457151866114268,0.9988281646203361,0.9647609603833378,0.02459670701421801,0.03523903961666219,1.3
0,0.97,0.006307901477111318,SARS-CoV-2 (Omicron),0.6950556994421696,0.011210676546997487,0.9989539398747858,0.9788670703332994,0.022167475519153185,0.02113292966670055,1.3
0,0.98,0.00416322634099159,SARS-CoV-2 (Omicron),0.6950556994421696,0.01023576898270248,0.9990715894692611,0.9899721594069553,0.02026203959272972,0.010027840593044735,1.3
0,0.99,0.002061011485330201,SARS-CoV-2 (Omicron),0.6950556994421696,0.009566977352097782,0.9991807720446982,0.9973195066980984,0.018952152570379282,0.0026804933019015653,1.3
1,0.5,0.20092782615905697,SARS-CoV-2 (Omicron),0.6950556994421696,0.5910731647551662,0.9774889203298582,0.1386704982678613,0.22463890931184183,0.8613295017321387,1.3
1,0.51,0.19314252640211935,SARS-CoV-2 (Omicron),0.6950556994421696,0.5797058472544788,0.9776438705887462,0.14494406192692075,0.2319048664996589,0.8550559380730792,1.3
1,0.52,0.18565072781343067,SARS-CoV-2 (Omicron),0.6950556994421696,0.5680720836961209,0.9778051330520008,0.15148092150126333,0.23918205356900923,0.8485190784987366,1.3
1,0.53,0.1784360345147452,SARS-CoV-2 (Omicron),0.6950556994421696,0.556170774267081,0.97797299483183,0.1582938613684769,0.24644584223742994,0.8417061386315231,1.3
1,0.54,0.17148325332787334,SARS-CoV-2 (Omicron),0.6950556994421696,0.5440016025212514,0.9781477557155573,0.1653963352173959,0.2536682632493187,0.8346036647826041,1.3
1,0.55,0.16477828528114657,SARS-CoV-2 (Omicron),0.6950556994421696,0.5315651484832548,0.9783297284188502,0.17280249780821783,0.2608177303126498,0.8271975021917821,1.3
1,0.56,0.15830802866617671,SARS-CoV-2 (Omicron),0.6950556994421696,0.5188630122288861,0.9785192387708533,0.18052723702570295,0.26785877009965964,0.819472762974297,1.3
1,0.5700000000000001,0.15206029223412737,SARS-CoV-2 (Omicron),0.6950556994421696,0.5058979480154633,0.9787166258127511,0.18858620590509034,0.27475176806502305,0.8114137940949097,1.3
1,0.58,0.14602371731439107,SARS-CoV-2 (Omicron),0.6950556994421696,0.4926740087661703,0.9789222417877927,0.19699585422227522,0.28145274259034986,0.8030041457777248,1.3
1,0.59,0.1401877078028225,SARS-CoV-2 (Omicron),0.6950556994421696,0.4791967003674559,0.9791364519967671,0.20577345913250322,0.28791316314123017,0.7942265408674968,1.3
1,0.6,0.1345423671063978,SARS-CoV-2 (Omicron),0.6950556994421696,0.4654731448077248,0.9793596344882403,0.2149371542113775,0.2940798316869215,0.7850628457886225,1.3
1,0.61,0.1290784412503576,SARS-CoV-2 (Omicron),0.6950556994421696,0.45151225066020173,0.9795921795474992,0.2245059560935302,0.29989485049279896,0.7754940439064698,1.3
1,0.62,0.12378726745585697,SARS-CoV-2 (Omicron),0.6950556994421696,0.4373248887865443,0.9798344889420165,0.23449978771205368,0.3052957033853642,0.7655002122879463,1.3
1,0.63,0.11866072758359641,SARS-CoV-2 (Omicron),0.6950556994421696,0.42292407040769675,0.9800869748743026,0.24493949690868733,0.3102154814417714,0.7550605030913127,1.3
1,0.64,0.1136912059141189,SARS-CoV-2 (Omicron),0.6950556994421696,0.40832512385706976,0.9803500585852172,0.2558468689023064,0.3145832873769667,0.7441531310976937,1.3
1,0.65,0.1088715508002948,SARS-CoV-2 (Omicron),0.6950556994421696,0.39354586540826664,0.98062416854214,0.26724463076111105,0.31832485514935605,0.732755369238889,1.3
1,0.66,0.10419503978355144,SARS-CoV-2 (Omicron),0.6950556994421696,0.37860675857450654,0.9809097381369184,0.279156445609599,0.32136342177586585,0.720843554390401,1.3
1,0.67,0.09965534781394023,SARS-CoV-2 (Omicron),0.6950556994421696,0.36353105524099716,0.9812072028082836,0.29160689379971527,0.3236208861775832,0.7083931062002847,1.3
1,0.6799999999999999,0.09524651825627761,SARS-CoV-2 (Omicron),0.6950556994421696,0.3483449109602943,0.981516996492689,0.30462143766810956,0.32501928408406355,0.6953785623318904,1.3
1,0.69,0.09096293640126052,SARS-CoV-2 (Omicron),0.6950556994421696,0.33307746577626196,0.981839547296575,0.31822636576576774,0.3254825975812236,0.6817736342342322,1.3
1,0.7,0.08679930523243322,SARS-CoV-2 (Omicron),0.6950556994421696,0.31776088112443884,0.9821752722724244,0.33244871155520245,0.3249389018611852,0.6675512884447976,1.3
1,0.71,0.08275062322781494,SARS-CoV-2 (Omicron),0.6950556994421696,0.30243032278341925,0.982524571171371,0.34731614049069154,0.3233228294839617,0.6526838595093085,1.3
1,0.72,0.07881216399946102,SARS-CoV-2 (Omicron),0.6950556994421696,0.28712387963784713,0.9828878190375924,0.36285679808827936,0.320578303910667,0.6371432019117207,1.3
1,0.73,0.07497945759568433,SARS-CoV-2 (Omicron),0.6950556994421696,0.27188240828569965,0.9832653575056627,0.37909911000505236,0.3166614599989428,0.6209008899949476,1.3
1,0.74,0.07124827330952317,SARS-CoV-2 (Omicron),0.6950556994421696,0.25674929441286715,0.9836574846633124,0.39607152322126404,0.3115436315055783,0.603928476778736,1.3
1,0.75,0.06761460385364436,SARS-CoV-2 (Omicron),0.6950556994421696,0.24177012349242197,0.984064443351018,0.4138021750804112,0.3052142477295629,0.5861978249195887,1.3
1,0.76,0.06407465077652015,SARS-CoV-2 (Omicron),0.6950556994421696,0.22699225584882263,0.9844864077894886,0.43231847410106194,0.2976834479511053,0.56768152589893806,1.3
1,0.77,0.06062481100765493,SARS-CoV-2 (Omicron),0.6950556994421696,0.212464304522063,0.9849234684600208,0.4516465730193592,0.28898419908909295,0.5483534269806408,1.3
1,0.78,0.0572616644310969,SARS-CoV-2 (Omicron),0.6950556994421696,0.19823551867463052,0.9853756152149866,0.47181071031672106,0.27917369527375774,0.5281892896832789,1.3
1,0.79,0.05398196239662173,SARS-CoV-2 (Omicron),0.6950556994421696,0.18435508042188492,0.9858427186710415,0.4928323913663181,0.26833383348020234,0.5071676086336818,1.3
1,0.8,0.05078261708699527,SARS-CoV-2 (Omicron),0.6950556994421696,0.17087132874922076,0.9863245100406912,0.5147293740888728,0.25657060073811105,0.48527062591112724,1.3
1,0.81,0.047660691667741395,SARS-CoV-2 (Omicron),0.6950556994421696,0.1578309303113321,0.9868205596930649,0.5375144163899191,0.24401227619352386,0.46248558361008085,1.3
1,0.8200000000000001,0.04461339115298419,SARS-CoV-2 (Omicron),0.6950556994421696,0.14527802298964945,0.987330254905324,0.5611937333444973,0.2308064416262594,0.4388062666555027,1.3
1,0.8300000000000001,0.041638053927307,SARS-CoV-2 (Omicron),0.6950556994421696,0.1332533636346941,0.987852777473102,0.58576510071536,0.2171158985206141,0.41423489928463997,1.3
1,0.8400000000000001,0.03873214386926177,SARS-CoV-2 (Omicron),0.6950556994421696,0.12179351593412446,0.9883870820889418,0.6112155274597937,0.2031136962190345,0.3887844725402063,1.3
1,0.8500000000000001,0.0358932430272559,SARS-CoV-2 (Omicron),0.6950556994421696,0.1109301173670362,0.9889318766635715,0.6375184028068024,0.18897756984161923,0.3624815971931976,1.3
1,0.86,0.033119044803103716,SARS-CoV-2 (Omicron),0.6950556994421696,0.10068926542377346,0.989485606040189,0.6646300025373241,0.1748841549811485,0.33536999746267593,1.3
1,0.87,0.03040734760262253,SARS-CoV-2 (Omicron),0.6950556994421696,0.0910910626568897,0.9900464408114671,0.6924852133645475,0.1610033787134053,0.3075147866354525,1.3
1,0.88,0.027756048916327863,SARS-CoV-2 (Omicron),0.6950556994421696,0.08214935807867235,0.9906122731569038,0.720992302656514,0.1474934192522871,0.27900769734348596,1.3
1,0.89,0.025163139796586936,SARS-CoV-2 (Omicron),0.6950556994421696,0.07387171995475975,0.9911807217281893,0.7500265217581682,0.13449658311873675,0.2499734782418318,1.3
1,0.9,0.022626699700566133,SARS-CoV-2 (Omicron),0.6950556994421696,0.06625967411604497,0.9917491475682743,0.7794222830954952,0.12213638008070422,0.22057771690450478,1.3
1,0.91,0.020144891670990532,SARS-CoV-2 (Omicron),0.6950556994421696,0.05930924598911198,0.9923146827994407,0.808963591882686,0.1105160004424554,0.19103640811731404,1.3
1,0.9199999999999999,0.01771595782915454,SARS-CoV-2 (Omicron),0.6950556994421696,0.053011859845562934,0.9928742733078048,0.8383723398560528,0.09971834141489816,0.16162766014394725,1.3
1,0.9299999999999999,0.015338215156811963,SARS-CoV-2 (Omicron),0.6950556994421696,0.047355687098299896,0.9934247358576421,0.8672939775831676,0.08980772378891486,0.13270602241683238,1.3
1,0.94,0.013010051545552535,SARS-CoV-2 (Omicron),0.6950556994421696,0.042327621075461924,0.9939628289956223,0.8952799692246085,0.08083354206137039,0.10472003077539149,1.3
1,0.95,0.010729922094064669,SARS-CoV-2 (Omicron),0.6950556994421696,0.037916242753123594,0.994485335809169,0.9217662937350165,0.0728364083456172,0.0782337062649835,1.3
1,0.96,0.008496345635310185,SARS-CoV-2 (Omicron),0.6950556994421696,0.034116562366169695,0.9949891551997508,0.9460470825574163,0.06585813391583042,0.05395291744258368,1.3
1,0.97,0.006307901477111318,SARS-CoV-2 (Omicron),0.6950556994421696,0.030938328463679034,0.9954713969918156,0.9672422672950884,0.05995880724726307,0.03275773270491156,1.3
1,0.98,0.00416322634099159,SARS-CoV-2 (Omicron),0.6950556994421696,0.028422341502704264,0.9959294751304217,0.9842578407957944,0.055249254338753294,0.01574215920420563,1.3
1,0.99,0.002061011485330201,SARS-CoV-2 (Omicron),0.6950556994421696,0.026677096051175273,0.9963611926389366,0.995736997854532,0.05196206056197829,0.004263002145468042,1.3
2,0.5,0.20092782615905697,SARS-CoV-2 (Omicron),0.6950556994421696,0.7539934804799304,0.9531623623324428,0.08983820116969693,0.1605472263083898,0.910161798830303,1.3
2,0.51,0.19314252640211935,SARS-CoV-2 (Omicron),0.6950556994421696,0.7437909731132889,0.9533808123835756,0.09444832784813761,0.16761278932761933,0.9055516721518624,1.3
2,0.52,0.18565072781343067,SARS-CoV-2 (Omicron),0.6950556994421696,0.7331955411222343,0.9536101300611816,0.09929443960550692,0.17490238216043594,0.9007055603944931,1.3
2,0.53,0.1784360345147452,SARS-CoV-2 (Omicron),0.6950556994421696,0.7221961945829762,0.9538509314212817,0.10439068042518954,0.1824141041490761,0.8956093195748105,1.3
2,0.54,0.17148325332787334,SARS-CoV-2 (Omicron),0.6950556994421696,0.7107823853225206,0.9541038690101693,0.10975213645724692,0.19014406651927,0.8902478635427531,1.3
2,0.55,0.16477828528114657,SARS-CoV-2 (Omicron),0.6950556994421696,0.6989441543207282,0.9543696336836622,0.11539490043699692,0.19808601988973024,0.884605099563003,1.3
2,0.56,0.15830802866617671,SARS-CoV-2 (Omicron),0.6950556994421696,0.6866722997018707,0.9546489564120675,0.12133613982366535,0.20623093050510366,0.8786638601763347,1.3
2,0.5700000000000001,0.15206029223412737,SARS-CoV-2 (Omicron),0.6950556994421696,0.6739585668057059,0.9549426100409518,0.1275941686491246,0.21456650132129826,0.8724058313508753,1.3
2,0.58,0.14602371731439107,SARS-CoV-2 (Omicron),0.6950556994421696,0.6607958616237384,0.9552514109701554,0.13418852299481432,0.22307663493270033,0.8658114770051857,1.3
2,0.59,0.1401877078028225,SARS-CoV-2 (Omicron),0.6950556994421696,0.6471784885722721,0.9555762207042935,0.14114003992095492,0.23174083675963866,0.8588599600790451,1.3
2,0.6,0.1345423671063978,SARS-CoV-2 (Omicron),0.6950556994421696,0.6331024131269942,0.9559179472170569,0.14847093955065127,0.24053355910028817,0.8515290604493487,1.3
2,0.61,0.1290784412503576,SARS-CoV-2 (Omicron),0.6950556994421696,0.6185655492399932,0.9562775460586522,0.15620490985564733,0.24942348982078216,0.8437950901443527,1.3
2,0.62,0.12378726745585697,SARS-CoV-2 (Omicron),0.6950556994421696,0.6035680706753482,0.9566560211204395,0.16436719349197954,0.2583727938730504,0.8356328065080205,1.3
2,0.63,0.11866072758359641,SARS-CoV-2 (Omicron),0.6950556994421696,0.5881127444114849,0.9570544249529308,0.17298467578222299,0.2673363217799937,0.827015324217777,1.3
2,0.64,0.1136912059141189,SARS-CoV-2 (Omicron),0.6950556994421696,0.5722052830492828,0.957473858512507,0.18208597262367543,0.27626080700479066,0.8179140273763246,1.3
2,0.65,0.1088715508002948,SARS-CoV-2 (Omicron),0.6950556994421696,0.5558547117237487,0.9579154701882193,0.19170151670286473,0.285084083984291,0.8082984832971353,1.3
2,0.66,0.10419503978355144,SARS-CoV-2 (Omicron),0.6950556994421696,0.53907374334409075,0.9583804539326582,0.20186363989668038,0.29373437071889696,0.7981363601033196,1.3
2,0.67,0.09965534781394023,SARS-CoV-2 (Omicron),0.6950556994421696,0.5218791540983228,0.9588700462899618,0.21260664911511112,0.3021296741487344,0.7873933508848889,1.3
2,0.6799999999999999,0.09524651825627761,SARS-CoV-2 (Omicron),0.6950556994421696,0.5042921490907994,0.9593855220796664,0.22396689206010778,0.31017739276861195,0.7760331079398922,1.3
2,0.69,0.09096293640126052,SARS-CoV-2 (Omicron),0.6950556994421696,0.48633870579782046,0.9599281884575507,0.23598280840259842,0.31777420822387625,0.7640171915974016,1.3
2,0.7,0.08679930523243322,SARS-CoV-2 (Omicron),0.6950556994421696,0.4680498808229635,0.9604993770345565,0.2486949606693468,0.32480637449780153,0.7513050393306532,1.3
2,0.71,0.08275062322781494,SARS-CoV-2 (Omicron),0.6950556994421696,0.4494620633423604,0.9611004336934523,0.26214603762651306,0.33115052739904205,0.737853962373487,1.3
2,0.72,0.07881216399946102,SARS-CoV-2 (Omicron),0.6950556994421696,0.4306171568227658,0.9617327057019711,0.2763808210770945,0.33667514502967144,0.7236191789229055,1.3
2,0.73,0.07497945759568433,SARS-CoV-2 (Omicron),0.6950556994421696,0.4115626692834486,0.9623975256834765,0.2914461046676737,0.3412427873841322,0.7085538953323263,1.3
2,0.74,0.07124827330952317,SARS-CoV-2 (Omicron),0.6950556994421696,0.3923516918030274,0.9630961919756964,0.3073905504176805,0.34471322502379453,0.6926094495823195,1.3
2,0.75,0.06761460385364436,SARS-CoV-2 (Omicron),0.6950556994421696,0.37304274541389637,0.9638299448900765,0.3242644651069821,0.3469475275132131,0.6757355348930179,1.3
2,0.76,0.06407465077652015,SARS-CoV-2 (Omicron),0.6950556994421696,0.3536994782536669,0.9645999383859329,0.34211947421738526,0.34781311748228716,0.6578805257826148,1.3
2,0.77,0.06062481100765493,SARS-CoV-2 (Omicron),0.6950556994421696,0.3343901981048916,0.9654072067039104,0.361008065611852,0.34718970373093355,0.638991934388148,1.3
2,0.78,0.0572616644310969,SARS-CoV-2 (Omicron),0.6950556994421696,0.3151872304409916,0.9662526255734736,0.3809829682915141,0.34497588905591753,0.6190170317084859,1.3
2,0.79,0.05398196239662173,SARS-CoV-2 (Omicron),0.6950556994421696,0.2961660988947951,0.967136867732607,0.4020963230701701,0.3410961141185645,0.5979036769298298,1.3
2,0.8,0.05078261708699527,SARS-CoV-2 (Omicron),0.6950556994421696,0.27740453361768935,0.9680603526896289,0.4243985914429601,0.3355074639118042,0.5756014085570399,1.3
2,0.81,0.047660691667741395,SARS-CoV-2 (Omicron),0.6950556994421696,0.2589813230604369,0.9690231909329838,0.44793713579276206,0.3282057516611052,0.5520628642072379,1.3
2,0.8200000000000001,0.04461339115298419,SARS-CoV-2 (Omicron),0.6950556994421696,0.24097503583723115,0.9700251231703756,0.4727543877389578,0.3192302342161819,0.5272456122610423,1.3
2,0.8300000000000001,0.041638053927307,SARS-CoV-2 (Omicron),0.6950556994421696,0.2234626508952361,0.971065455665759,0.4988855010918413,0.3086663301082979,0.5011144989081586,1.3
2,0.8400000000000001,0.03873214386926177,SARS-CoV-2 (Omicron),0.6950556994421696,0.20651814542184574,0.9721429933469511,0.5263553605321086,0.2966458249802461,0.47364463946789137,1.3
2,0.8500000000000001,0.0358932430272559,SARS-CoV-2 (Omicron),0.6950556994421696,0.19021109995704755,0.9732559730718015,0.5551747855321192,0.28334426148995584,0.4448252144678808,1.3
2,0.86,0.033119044803103716,SARS-CoV-2 (Omicron),0.6950556994421696,0.17460538832845732,0.9744020002434816,0.5853357295931712,0.2689755033854519,0.41466427040682885,1.3
2,0.87,0.03040734760262253,SARS-CoV-2 (Omicron),0.6950556994421696,0.15975802591597785,0.9755779928083097,0.6168052255997298,0.25378379681021773,0.38319477440027017,1.3
2,0.88,0.027756048916327863,SARS-CoV-2 (Omicron),0.6950556994421696,0.14571825363665086,0.9767801374759374,0.6495177664761944,0.23803397291651487,0.3504822335238056,1.3
2,0.89,0.025163139796586936,SARS-CoV-2 (Omicron),0.6950556994421696,0.1325269382191061,0.9780038636622049,0.6833657332031504,0.22200069072172718,0.3166342667968496,1.3
2,0.9,0.022626699700566133,SARS-CoV-2 (Omicron),0.6950556994421696,0.1202163748074715,0.9792438410287251,0.7181873855986423,0.20595776881368782,0.28181261440135774,1.3
2,0.91,0.020144891670990532,SARS-CoV-2 (Omicron),0.6950556994421696,0.1088105915682617,0.9804940064173638,0.7537518100194571,0.190168688532906,0.24624818998054288,1.3
2,0.9199999999999999,0.01771595782915454,SARS-CoV-2 (Omicron),0.6950556994421696,0.09832628894328314,0.9817476252868671,0.7897400658527948,0.17487929699343294,0.21025993414720523,1.3
2,0.9299999999999999,0.015338215156811963,SARS-CoV-2 (Omicron),0.6950556994421696,0.08877462040911015,0.9829973913159689,0.8257215811817085,0.16031366736242628,0.17427841881829154,1.3
2,0.94,0.013010051545552535,SARS-CoV-2 (Omicron),0.6950556994421696,0.0801641827124919,0.9842355655747286,0.8611246069364795,0.14667411550587386,0.13887539306352048,1.3
2,0.95,0.010729922094064669,SARS-CoV-2 (Omicron),0.6950556994421696,0.07250593395721203,0.985454153629272,0.8951992349754334,0.13414676017751684,0.10480076502456659,1.3
2,0.96,0.008496345635310185,SARS-CoV-2 (Omicron),0.6950556994421696,0.06582154711488554,0.9866451153305997,0.9269711020336603,0.12291523737403635,0.07302889796633971,1.3
2,0.97,0.006307901477111318,SARS-CoV-2 (Omicron),0.6950556994421696,0.060158601310253225,0.9878005982068263,0.9551834168479674,0.11318845733688117,0.04481658315203263,1.3
2,0.98,0.00416322634099159,SARS-CoV-2 (Omicron),0.6950556994421696,0.05562100211848735,0.9889131818350537,0.9782243345518948,0.10525717117359139,0.021775665448105164,1.3
2,0.99,0.002061011485330201,SARS-CoV-2 (Omicron),0.6950556994421696,0.05243790901380939,0.9899761178964449,0.9940359254994705,0.09962058046495297,0.005964074500529493,1.3
3,0.5,0.20092782615905697,SARS-CoV-2 (Omicron),0.6950556994421696,0.8558850005633801,0.9192546043844635,0.06102681103570412,0.11393011091564628,0.9389731889642958,1.3
3,0.51,0.19314252640211935,SARS-CoV-2 (Omicron),0.6950556994421696,0.8479528841577736,0.9195153096230405,0.06443575121290342,0.11977019214329909,0.9355642487870965,1.3
3,0.52,0.18565072781343067,SARS-CoV-2 (Omicron),0.6950556994421696,0.8395993666578141,0.9197908387245868,0.06804387224352414,0.12588556735080383,0.9319561277564758,1.3
3,0.53,0.1784360345147452,SARS-CoV-2 (Omicron),0.6950556994421696,0.83080493228146,0.9200821698095426,0.07186499555956208,0.132287098368441,0.928135004440438,1.3
3,0.54,0.17148325332787334,SARS-CoV-2 (Omicron),0.6950556994421696,0.821549787369571,0.9203903506609011,0.07591402496689988,0.13898532779289968,0.9240859750331001,1.3
